subject_id	subject_label	object_id	object_label	comment_leonmap	comment_gilda	confidence_leonmap	confidence_gilda	mapping_justification_leonmap	mapping_justification_gilda	predicate_id_leonmap	predicate_id_gilda
icd10:Q61.2	Polycystic kidney, autosomal dominant	mesh:D016891	Polycystic Kidney, Autosomal Dominant	cosine=0.815294		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T51.1	Methanol	mesh:D000432	Methanol	cosine=0.814669		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K76.5	Hepatic veno-occlusive disease	mesh:D006504	Hepatic Veno-Occlusive Disease	cosine=0.814359		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M43.1	Spondylolisthesis	mesh:D013168	Spondylolisthesis	cosine=0.814334		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q01	Encephalocele	mesh:D004677	Encephalocele	cosine=0.813843		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K13.5	Oral submucous fibrosis	mesh:D009914	Oral Submucous Fibrosis	cosine=0.813801		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q78.2	Osteopetrosis	mesh:D010022	Osteopetrosis	cosine=0.813648		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K03.4	Hypercementosis	mesh:D006936	Hypercementosis	cosine=0.813185		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L63.1	Alopecia universalis	mesh:C537055	Alopecia universalis	cosine=0.813060		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K76.7	Hepatorenal syndrome	mesh:D006530	Hepatorenal Syndrome	cosine=0.812971		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C16.0	Cardia	mesh:D002299	Cardia	cosine=0.812959		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H15.0	Scleritis	mesh:D015423	Scleritis	cosine=0.812738		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H36.0	Diabetic retinopathy	mesh:D003930	Diabetic Retinopathy	cosine=0.812606		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B55.1	Cutaneous leishmaniasis	mesh:D016773	Leishmaniasis, Cutaneous	cosine=0.812472		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y58	Bacterial vaccines	mesh:D001428	Bacterial Vaccines	cosine=0.812329		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A83.5	California encephalitis	mesh:D004670	Encephalitis, California	cosine=0.812117		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A98.3	Marburg virus disease	mesh:D008379	Marburg Virus Disease	cosine=0.811775		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F84.5	Asperger syndrome	mesh:D020817	Asperger Syndrome	cosine=0.811377		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I20	Angina pectoris	mesh:D000787	Angina Pectoris	cosine=0.811053		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E21.0	Primary hyperparathyroidism	mesh:D049950	Hyperparathyroidism, Primary	cosine=0.810597		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C51.2	Clitoris	mesh:D002987	Clitoris	cosine=0.810286		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B41	Paracoccidioidomycosis	mesh:D010229	Paracoccidioidomycosis	cosine=0.809888		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q38.2	Macroglossia	mesh:D008260	Macroglossia	cosine=0.809725		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I26	Pulmonary embolism	mesh:D011655	Pulmonary Embolism	cosine=0.809357		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H18.5	Hereditary corneal dystrophies	mesh:D003317	Corneal Dystrophies, Hereditary	cosine=0.809237		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A71	Trachoma	mesh:D014141	Trachoma	cosine=0.809041		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M32	Systemic lupus erythematosus	mesh:D008180	Lupus Erythematosus, Systemic	cosine=0.808619		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B48.0	Lobomycosis	mesh:D060368	Lobomycosis	cosine=0.808581		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L57.0	Actinic keratosis	mesh:D055623	Keratosis, Actinic	cosine=0.808346		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I67.5	Moyamoya disease	mesh:D009072	Moyamoya Disease	cosine=0.808292		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A83.0	Japanese encephalitis	mesh:D004672	Encephalitis, Japanese	cosine=0.808275		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O00.0	Abdominal pregnancy	mesh:D011269	Pregnancy, Abdominal	cosine=0.807869		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B75	Trichinellosis	mesh:D014235	Trichinellosis	cosine=0.807824		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y46.0	Succinimides	mesh:D013388	Succinimides	cosine=0.807442		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y58.0	BCG vaccine	mesh:D001500	BCG Vaccine	cosine=0.807399		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q78.0	Osteogenesis imperfecta	mesh:D010013	Osteogenesis Imperfecta	cosine=0.807379		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K91.5	Postcholecystectomy syndrome	mesh:D017562	Postcholecystectomy Syndrome	cosine=0.806982		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q36	Cleft lip	mesh:D002971	Cleft Lip	cosine=0.806963		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B35-B49	Mycoses	mesh:D009181	Mycoses	cosine=0.806718		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E23.0	Hypopituitarism	mesh:D007018	Hypopituitarism	cosine=0.805874		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q79.3	Gastroschisis	mesh:D020139	Gastroschisis	cosine=0.805753		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L93.0	Discoid lupus erythematosus	mesh:D008179	Lupus Erythematosus, Discoid	cosine=0.805292		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B57	Chagas disease	mesh:D014355	Chagas Disease	cosine=0.805256		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Z50.0	Cardiac rehabilitation	mesh:D000072038	Cardiac Rehabilitation	cosine=0.804424		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G24	Dystonia	mesh:D004421	Dystonia	cosine=0.804292		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O01	Hydatidiform mole	mesh:D006828	Hydatidiform Mole	cosine=0.804071		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A28.1	Cat-scratch disease	mesh:D002372	Cat-Scratch Disease	cosine=0.803986		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F60.0	Paranoid personality disorder	mesh:D010260	Paranoid Personality Disorder	cosine=0.803972		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A24.0	Glanders	mesh:D005896	Glanders	cosine=0.803946		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E51	Thiamine deficiency	mesh:D013832	Thiamine Deficiency	cosine=0.803790		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A30.5	Lepromatous leprosy	mesh:D015440	Leprosy, Lepromatous	cosine=0.803681		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C16.4	Pylorus	mesh:D011708	Pylorus	cosine=0.803646		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q54	Hypospadias	mesh:D007021	Hypospadias	cosine=0.803376		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C72.1	Cauda equina	mesh:D002420	Cauda Equina	cosine=0.803321		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R09.1	Pleurisy	mesh:D010998	Pleurisy	cosine=0.802866		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L68	Hypertrichosis	mesh:D006983	Hypertrichosis	cosine=0.802517		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M10	Gout	mesh:D006073	Gout	cosine=0.801847		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T59.7	Carbon dioxide	mesh:D002245	Carbon Dioxide	cosine=0.801160		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B66.3	Fascioliasis	mesh:D005211	Fascioliasis	cosine=0.801130		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F64.0	Transsexualism	mesh:D014189	Transsexualism	cosine=0.800992		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K70.1	Alcoholic hepatitis	mesh:D006519	Hepatitis, Alcoholic	cosine=0.800939		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K81	Cholecystitis	mesh:D002764	Cholecystitis	cosine=0.800846		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O00.1	Tubal pregnancy	mesh:D011274	Pregnancy, Tubal	cosine=0.800653		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A69.2	Lyme disease	mesh:D008193	Lyme Disease	cosine=0.800613		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B45	Cryptococcosis	mesh:D003453	Cryptococcosis	cosine=0.800507		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F65.2	Exhibitionism	mesh:D005084	Exhibitionism	cosine=0.800466		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N64.4	Mastodynia	mesh:D059373	Mastodynia	cosine=0.800426		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O20.0	Threatened abortion	mesh:D000033	Abortion, Threatened	cosine=0.800177		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q61.1	Polycystic kidney, autosomal recessive	mesh:D017044	Polycystic Kidney, Autosomal Recessive	cosine=0.800087		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J30.0	Vasomotor rhinitis	mesh:D012223	Rhinitis, Vasomotor	cosine=0.799420		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y84.0	Cardiac catheterization	mesh:D006328	Cardiac Catheterization	cosine=0.799025		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:II	Neoplasms	mesh:D009369	Neoplasms	cosine=0.798539		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T59.1	Sulfur dioxide	mesh:D013458	Sulfur Dioxide	cosine=0.798518		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q02	Microcephaly	mesh:D008831	Microcephaly	cosine=0.798414		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:P35.0	Congenital rubella syndrome	mesh:D012410	Rubella Syndrome, Congenital	cosine=0.798394		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G40	Epilepsy	mesh:D004827	Epilepsy	cosine=0.798195		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L23	Allergic contact dermatitis	mesh:D017449	Dermatitis, Allergic Contact	cosine=0.798019		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I42.4	Endocardial fibroelastosis	mesh:D004695	Endocardial Fibroelastosis	cosine=0.797103		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N82.0	Vesicovaginal fistula	mesh:D014719	Vesicovaginal Fistula	cosine=0.796308		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T51.0	Ethanol	mesh:D000431	Ethanol	cosine=0.796202		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T53.5	Chlorofluorocarbons	mesh:D017402	Chlorofluorocarbons	cosine=0.796153		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M94.1	Relapsing polychondritis	mesh:D011081	Polychondritis, Relapsing	cosine=0.795857		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J46	Status asthmaticus	mesh:D013224	Status Asthmaticus	cosine=0.795829		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J63.2	Berylliosis	mesh:D001607	Berylliosis	cosine=0.794936		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D39.1	Ovary	mesh:D010053	Ovary	cosine=0.794548		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G60.0	Hereditary motor and sensory neuropathy	mesh:D015417	Hereditary Sensory and Motor Neuropathy	cosine=0.793719		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G00.0	Haemophilus meningitis	mesh:D008583	Meningitis, Haemophilus	cosine=0.793543		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J66.0	Byssinosis	mesh:D002095	Byssinosis	cosine=0.793399		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D70	Agranulocytosis	mesh:D000380	Agranulocytosis	cosine=0.792776		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q70	Syndactyly	mesh:D013576	Syndactyly	cosine=0.792338		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q04.4	Septo-optic dysplasia	mesh:D025962	Septo-Optic Dysplasia	cosine=0.791717		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I49.5	Sick sinus syndrome	mesh:D012804	Sick Sinus Syndrome	cosine=0.791299		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I95	Hypotension	mesh:D007022	Hypotension	cosine=0.791151		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D83	Common variable immunodeficiency	mesh:D017074	Common Variable Immunodeficiency	cosine=0.791095		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H47.2	Optic atrophy	mesh:D009896	Optic Atrophy	cosine=0.790835		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M30.0	Polyarteritis nodosa	mesh:D010488	Polyarteritis Nodosa	cosine=0.790764		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L52	Erythema nodosum	mesh:D004893	Erythema Nodosum	cosine=0.790704		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F45	Somatoform disorders	mesh:D013001	Somatoform Disorders	cosine=0.790694		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B27	Infectious mononucleosis	mesh:D007244	Infectious Mononucleosis	cosine=0.790681		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H11.0	Pterygium	mesh:D011625	Pterygium	cosine=0.790421		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H53.2	Diplopia	mesh:D004172	Diplopia	cosine=0.790072		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E87.2	Acidosis	mesh:D000138	Acidosis	cosine=0.789964		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C72.3	Optic nerve	mesh:D009900	Optic Nerve	cosine=0.789931		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F63.3	Trichotillomania	mesh:D014256	Trichotillomania	cosine=0.789901		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D72.1	Eosinophilia	mesh:D004802	Eosinophilia	cosine=0.789668		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B78	Strongyloidiasis	mesh:D013322	Strongyloidiasis	cosine=0.789255		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G20	Parkinson disease	mesh:D010300	Parkinson Disease	cosine=0.788874		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E40	Kwashiorkor	mesh:D007732	Kwashiorkor	cosine=0.788861		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B42	Sporotrichosis	mesh:D013174	Sporotrichosis	cosine=0.788229		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N25.1	Nephrogenic diabetes insipidus	mesh:D018500	Diabetes Insipidus, Nephrogenic	cosine=0.788081		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N04	Nephrotic syndrome	mesh:D009404	Nephrotic Syndrome	cosine=0.788007		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M35.3	Polymyalgia rheumatica	mesh:D011111	Polymyalgia Rheumatica	cosine=0.787925		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R25.3	Fasciculation	mesh:D005207	Fasciculation	cosine=0.787669		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L01	Impetigo	mesh:D007169	Impetigo	cosine=0.787648		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J93	Pneumothorax	mesh:D011030	Pneumothorax	cosine=0.787466		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C32.0	Glottis	mesh:D005931	Glottis	cosine=0.787353		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C72.2	Olfactory nerve	mesh:D009832	Olfactory Nerve	cosine=0.786492		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:P37.1	Congenital toxoplasmosis	mesh:D014125	Toxoplasmosis, Congenital	cosine=0.786321		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T59.2	Formaldehyde	mesh:D005557	Formaldehyde	cosine=0.786103		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A81.2	Progressive multifocal leukoencephalopathy	mesh:D007968	Leukoencephalopathy, Progressive Multifocal	cosine=0.785391		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R06.4	Hyperventilation	mesh:D006985	Hyperventilation	cosine=0.785188		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T40.1	Heroin	mesh:D003932	Heroin	cosine=0.784859		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A97.2	Severe Dengue	mesh:D019595	Severe Dengue	cosine=0.783819		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B55	Leishmaniasis	mesh:D007896	Leishmaniasis	cosine=0.783273		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H70.2	Petrositis	mesh:D059270	Petrositis	cosine=0.783016		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y46.5	Valproic acid	mesh:D014635	Valproic Acid	cosine=0.782992		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C84.0	Mycosis fungoides	mesh:D009182	Mycosis Fungoides	cosine=0.782397		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E53.0	Riboflavin deficiency	mesh:D012257	Riboflavin Deficiency	cosine=0.782391		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F40.0	Agoraphobia	mesh:D000379	Agoraphobia	cosine=0.781810		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q87.4	Marfan syndrome	mesh:D008382	Marfan Syndrome	cosine=0.781340		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L73.2	Hidradenitis suppurativa	mesh:D017497	Hidradenitis Suppurativa	cosine=0.781338		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C63.1	Spermatic cord	mesh:D013085	Spermatic Cord	cosine=0.781139		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C31.0	Maxillary sinus	mesh:D008443	Maxillary Sinus	cosine=0.781099		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O14	Pre-eclampsia	mesh:D011225	Pre-Eclampsia	cosine=0.781010		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A98.2	Kyasanur Forest disease	mesh:D007733	Kyasanur Forest Disease	cosine=0.780350		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K40	Inguinal hernia	mesh:D006552	Hernia, Inguinal	cosine=0.780187		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T53.0	Carbon tetrachloride	mesh:D002251	Carbon Tetrachloride	cosine=0.779170		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H91.1	Presbycusis	mesh:D011304	Presbycusis	cosine=0.779069		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C82	Follicular lymphoma	mesh:D008224	Lymphoma, Follicular	cosine=0.778480		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I67.4	Hypertensive encephalopathy	mesh:D020343	Hypertensive Encephalopathy	cosine=0.778478		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Z31.1	Artificial insemination	mesh:D007315	Insemination, Artificial	cosine=0.778195		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L43	Lichen planus	mesh:D008010	Lichen Planus	cosine=0.778090		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L60.5	Yellow nail syndrome	mesh:D056684	Yellow Nail Syndrome	cosine=0.778069		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T40.3	Methadone	mesh:D008691	Methadone	cosine=0.777781		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A20	Plague	mesh:D010930	Plague	cosine=0.777705		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H52.1	Myopia	mesh:D009216	Myopia	cosine=0.777638		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
