subject_id	subject_label	object_id	object_label	comment_leonmap	comment_gilda	confidence_leonmap	confidence_gilda	mapping_justification_leonmap	mapping_justification_gilda	predicate_id_leonmap	predicate_id_gilda
icd10:B77	Ascariasis	mesh:D001196	Ascariasis	cosine=0.855437		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q23.4	Hypoplastic left heart syndrome	mesh:D018636	Hypoplastic Left Heart Syndrome	cosine=0.855047		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:V01-X59	Accidents	mesh:D000059	Accidents	cosine=0.855007		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L56.3	Solar urticaria	mesh:D000092130	Urticaria, Solar	cosine=0.854811		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L73.1	Pseudofolliculitis barbae	mesh:C563016	pseudofolliculitis barbae	cosine=0.854408		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B66.1	Clonorchiasis	mesh:D003003	Clonorchiasis	cosine=0.854378		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D36.0	Lymph nodes	mesh:D008198	Lymph Nodes	cosine=0.854129		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B55.0	Visceral leishmaniasis	mesh:D007898	Leishmaniasis, Visceral	cosine=0.853493		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B71.0	Hymenolepiasis	mesh:D006925	Hymenolepiasis	cosine=0.853018		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I70	Atherosclerosis	mesh:D050197	Atherosclerosis	cosine=0.852722		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A78	Q fever	mesh:D011778	Q Fever	cosine=0.852560		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H20	Iridocyclitis	mesh:D015863	Iridocyclitis	cosine=0.852351		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R09.0	Asphyxia	mesh:D001237	Asphyxia	cosine=0.852086		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q21.4	Aortopulmonary septal defect	mesh:D001028	Aortopulmonary Septal Defect	cosine=0.851784		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H16.4	Corneal neovascularization	mesh:D016510	Corneal Neovascularization	cosine=0.851042		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L60.1	Onycholysis	mesh:D054039	Onycholysis	cosine=0.850884		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I42.6	Alcoholic cardiomyopathy	mesh:D002310	Cardiomyopathy, Alcoholic	cosine=0.850796		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q30.0	Choanal atresia	mesh:D002754	Choanal Atresia	cosine=0.850057		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O15	Eclampsia	mesh:D004461	Eclampsia	cosine=0.849874		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M08	Juvenile arthritis	mesh:D001171	Arthritis, Juvenile	cosine=0.849432		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K40-K46	Hernia	mesh:D006547	Hernia	cosine=0.848848		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L03	Cellulitis	mesh:D002481	Cellulitis	cosine=0.848560		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F48.0	Neurasthenia	mesh:D009440	Neurasthenia	cosine=0.848275		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A07.2	Cryptosporidiosis	mesh:D003457	Cryptosporidiosis	cosine=0.848041		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L12.0	Bullous pemphigoid	mesh:D010391	Pemphigoid, Bullous	cosine=0.847757		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A19	Miliary tuberculosis	mesh:D014391	Tuberculosis, Miliary	cosine=0.847546		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E61.2	Magnesium deficiency	mesh:D008275	Magnesium Deficiency	cosine=0.847537		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C92.3	Myeloid sarcoma	mesh:D023981	Sarcoma, Myeloid	cosine=0.847481		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H44.2	Degenerative myopia	mesh:D047728	Myopia, Degenerative	cosine=0.847470		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B37	Candidiasis	mesh:D002177	Candidiasis	cosine=0.847407		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T53.3	Tetrachloroethylene	mesh:D013750	Tetrachloroethylene	cosine=0.846645		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M76.3	Iliotibial band syndrome	mesh:D058745	Iliotibial Band Syndrome	cosine=0.846594		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A32	Listeriosis	mesh:D008088	Listeriosis	cosine=0.846318		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M31.7	Microscopic polyangiitis	mesh:D055953	Microscopic Polyangiitis	cosine=0.845608		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N48.3	Priapism	mesh:D011317	Priapism	cosine=0.845471		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J16.0	Chlamydial pneumonia	mesh:D061387	Chlamydial Pneumonia	cosine=0.845371		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B67	Echinococcosis	mesh:D004443	Echinococcosis	cosine=0.845340		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q38.1	Ankyloglossia	mesh:D000072676	Ankyloglossia	cosine=0.844895		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K65	Peritonitis	mesh:D010538	Peritonitis	cosine=0.844695		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A01.0	Typhoid fever	mesh:D014435	Typhoid Fever	cosine=0.844564		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B76.1	Necatoriasis	mesh:D009332	Necatoriasis	cosine=0.844503		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F60.1	Schizoid personality disorder	mesh:D012557	Schizoid Personality Disorder	cosine=0.844482		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L00	Staphylococcal scalded skin syndrome	mesh:D013206	Staphylococcal Scalded Skin Syndrome	cosine=0.844221		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T52.4	Ketones	mesh:D007659	Ketones	cosine=0.844217		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C90.0	Multiple myeloma	mesh:D009101	Multiple Myeloma	cosine=0.843292		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C83.3	Diffuse large B-cell lymphoma	mesh:D016403	Lymphoma, Large B-Cell, Diffuse	cosine=0.843065		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B30	Viral conjunctivitis	mesh:D003236	Conjunctivitis, Viral	cosine=0.842956		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B60.0	Babesiosis	mesh:D001404	Babesiosis	cosine=0.842810		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L92.0	Granuloma annulare	mesh:D016460	Granuloma Annulare	cosine=0.842701		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F60.4	Histrionic personality disorder	mesh:D006677	Histrionic Personality Disorder	cosine=0.842145		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q89.3	Situs inversus	mesh:D012857	Situs Inversus	cosine=0.841970		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R23.1	Pallor	mesh:D010167	Pallor	cosine=0.841695		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K51	Ulcerative colitis	mesh:D003093	Colitis, Ulcerative	cosine=0.841655		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q20.1	Double outlet right ventricle	mesh:D004310	Double Outlet Right Ventricle	cosine=0.841191		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Z51.5	Palliative care	mesh:D010166	Palliative Care	cosine=0.840774		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C16.3	Pyloric antrum	mesh:D011706	Pyloric Antrum	cosine=0.840726		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q75.2	Hypertelorism	mesh:D006972	Hypertelorism	cosine=0.840642		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K41	Femoral hernia	mesh:D006550	Hernia, Femoral	cosine=0.840560		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F01.1	Multi-infarct dementia	mesh:D015161	Dementia, Multi-Infarct	cosine=0.840309		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M54.5	Low back pain	mesh:D017116	Low Back Pain	cosine=0.839917		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B66.4	Paragonimiasis	mesh:D010237	Paragonimiasis	cosine=0.839857		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K90.1	Tropical sprue	mesh:D013182	Sprue, Tropical	cosine=0.839830		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B87	Myiasis	mesh:D009198	Myiasis	cosine=0.839430		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M79.7	Fibromyalgia	mesh:D005356	Fibromyalgia	cosine=0.839231		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R23.2	Flushing	mesh:D005483	Flushing	cosine=0.839073		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N13.6	Pyonephrosis	mesh:D053018	Pyonephrosis	cosine=0.838269		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L13.0	Dermatitis herpetiformis	mesh:D003874	Dermatitis Herpetiformis	cosine=0.838085		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D37.2	Small intestine	mesh:D007421	Intestine, Small	cosine=0.837501		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A66	Yaws	mesh:D015001	Yaws	cosine=0.837236		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B66.0	Opisthorchiasis	mesh:D009889	Opisthorchiasis	cosine=0.836996		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C57.1	Broad ligament	mesh:D001956	Broad Ligament	cosine=0.836836		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K00.0	Anodontia	mesh:D000848	Anodontia	cosine=0.836048		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C17.1	Jejunum	mesh:D007583	Jejunum	cosine=0.835790		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K76.4	Peliosis hepatis	mesh:D010382	Peliosis Hepatis	cosine=0.835702		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A81.1	Subacute sclerosing panencephalitis	mesh:D013344	Subacute Sclerosing Panencephalitis	cosine=0.835663		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R81	Glycosuria	mesh:D006029	Glycosuria	cosine=0.835151		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q67.3	Plagiocephaly	mesh:D059041	Plagiocephaly	cosine=0.835033		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M43.0	Spondylolysis	mesh:D013169	Spondylolysis	cosine=0.834407		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H46	Optic neuritis	mesh:D009902	Optic Neuritis	cosine=0.834310		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q31.3	Laryngocele	mesh:D059608	Laryngocele	cosine=0.834247		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R49.1	Aphonia	mesh:D001044	Aphonia	cosine=0.834057		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B81.0	Anisakiasis	mesh:D017129	Anisakiasis	cosine=0.833960		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K43	Ventral hernia	mesh:D006555	Hernia, Ventral	cosine=0.833682		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R23.0	Cyanosis	mesh:D003490	Cyanosis	cosine=0.833445		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B05	Measles	mesh:D008457	Measles	cosine=0.832794		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M72.6	Necrotizing fasciitis	mesh:D019115	Fasciitis, Necrotizing	cosine=0.832678		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M41	Scoliosis	mesh:D012600	Scoliosis	cosine=0.832434		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A05.1	Botulism	mesh:D001906	Botulism	cosine=0.831621		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E24	Cushing syndrome	mesh:D003480	Cushing Syndrome	cosine=0.831383		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G57.5	Tarsal tunnel syndrome	mesh:D013641	Tarsal Tunnel Syndrome	cosine=0.831272		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M47	Spondylosis	mesh:D055009	Spondylosis	cosine=0.831154		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G45.4	Transient global amnesia	mesh:D020236	Amnesia, Transient Global	cosine=0.831055		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C54.2	Myometrium	mesh:D009215	Myometrium	cosine=0.830875		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L70.1	Acne conglobata	mesh:D000069316	Acne Conglobata	cosine=0.830723		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F20.0	Paranoid schizophrenia	mesh:D012563	Schizophrenia, Paranoid	cosine=0.830324		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C30.0	Nasal cavity	mesh:D009296	Nasal Cavity	cosine=0.829527		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E23.2	Diabetes insipidus	mesh:D003919	Diabetes Insipidus	cosine=0.829519		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B48.1	Rhinosporidiosis	mesh:D012227	Rhinosporidiosis	cosine=0.829188		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L55	Sunburn	mesh:D013471	Sunburn	cosine=0.828997		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B83.0	Visceral larva migrans	mesh:D007816	Larva Migrans, Visceral	cosine=0.828452		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B86	Scabies	mesh:D012532	Scabies	cosine=0.827840		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K05.3	Chronic periodontitis	mesh:D055113	Chronic Periodontitis	cosine=0.827661		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G50.0	Trigeminal neuralgia	mesh:D014277	Trigeminal Neuralgia	cosine=0.827578		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A30.1	Tuberculoid leprosy	mesh:D015441	Leprosy, Tuberculoid	cosine=0.827470		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A22	Anthrax	mesh:D000881	Anthrax	cosine=0.827208		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K26	Duodenal ulcer	mesh:D004381	Duodenal Ulcer	cosine=0.827079		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L63	Alopecia areata	mesh:D000506	Alopecia Areata	cosine=0.826996		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D11.0	Parotid gland	mesh:D010306	Parotid Gland	cosine=0.826955		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F01	Vascular dementia	mesh:D015140	Dementia, Vascular	cosine=0.826299		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E06	Thyroiditis	mesh:D013966	Thyroiditis	cosine=0.825427		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B69	Cysticercosis	mesh:D003551	Cysticercosis	cosine=0.825310		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Z22.7	Latent tuberculosis	mesh:D055985	Latent Tuberculosis	cosine=0.825196		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H80	Otosclerosis	mesh:D010040	Otosclerosis	cosine=0.824933		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L10	Pemphigus	mesh:D010392	Pemphigus	cosine=0.824689		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R35	Polyuria	mesh:D011141	Polyuria	cosine=0.824308		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A93.2	Colorado tick fever	mesh:D003121	Colorado Tick Fever	cosine=0.823815		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C05.2	Uvula	mesh:D014609	Uvula	cosine=0.823740		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B68	Taeniasis	mesh:D013622	Taeniasis	cosine=0.822983		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M42	Spinal osteochondrosis	mesh:D055035	Spinal Osteochondrosis	cosine=0.822945		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C30.1	Middle ear	mesh:D004432	Ear, Middle	cosine=0.822885		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M25.7	Osteophyte	mesh:D054850	Osteophyte	cosine=0.822428		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A26	Erysipeloid	mesh:D004887	Erysipeloid	cosine=0.822229		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q43.1	Hirschsprung disease	mesh:D006627	Hirschsprung Disease	cosine=0.821658		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y57.3	Alcohol deterrents	mesh:D000427	Alcohol Deterrents	cosine=0.821592		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H16	Keratitis	mesh:D007634	Keratitis	cosine=0.821307		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q24.0	Dextrocardia	mesh:D003914	Dextrocardia	cosine=0.820978		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T74.1	Physical abuse	mesh:D000066550	Physical Abuse	cosine=0.819327		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M86	Osteomyelitis	mesh:D010019	Osteomyelitis	cosine=0.819246		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C96.8	Histiocytic sarcoma	mesh:D054747	Histiocytic Sarcoma	cosine=0.819181		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I51.7	Cardiomegaly	mesh:D006332	Cardiomegaly	cosine=0.819141		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E70.3	Albinism	mesh:D000417	Albinism	cosine=0.818880		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C05.0	Hard palate	mesh:D021362	Palate, Hard	cosine=0.818828		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G71.1	Myotonic disorders	mesh:D020967	Myotonic Disorders	cosine=0.818422		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Z50.5	Speech therapy	mesh:D013070	Speech Therapy	cosine=0.817800		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E55	Vitamin D deficiency	mesh:D014808	Vitamin D Deficiency	cosine=0.817537		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E26	Hyperaldosteronism	mesh:D006929	Hyperaldosteronism	cosine=0.817410		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G56.0	Carpal tunnel syndrome	mesh:D002349	Carpal Tunnel Syndrome	cosine=0.817277		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L29	Pruritus	mesh:D011537	Pruritus	cosine=0.816953		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G30	Alzheimer disease	mesh:D000544	Alzheimer Disease	cosine=0.816925		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H60	Otitis externa	mesh:D010032	Otitis Externa	cosine=0.816866		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q76.1	Klippel-Feil syndrome	mesh:D007714	Klippel-Feil Syndrome	cosine=0.816280		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H81.2	Vestibular neuronitis	mesh:D020338	Vestibular Neuronitis	cosine=0.816087		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O41.0	Oligohydramnios	mesh:D016104	Oligohydramnios	cosine=0.815979		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q21.3	Tetralogy of Fallot	mesh:D013771	Tetralogy of Fallot	cosine=0.815544		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q80.2	Lamellar ichthyosis	mesh:D017490	Ichthyosis, Lamellar	cosine=0.815499		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M05.2	Rheumatoid vasculitis	mesh:D056653	Rheumatoid Vasculitis	cosine=0.815417		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O90.5	Postpartum thyroiditis	mesh:D050032	Postpartum Thyroiditis	cosine=0.815301		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
